AA_MAXRMS,AA_NumberofsamplesaboveRMSTH,AA_LogicalIgnition,InstallStationId,AfterCrashStoppingStatus3,VehicleManu,VehicleModel,MokedStatusDesc,IMPACTX,IMPACTY,IMPACTZ,ORX,ORY,ORZ,Speed,XaxisEnabled,YaxisEnabled,ZaxisEnabled,IMPACTXYZAvg,MaxIMPACTAxis,vtype
3.0115,0,0,0,1,Hyundai,IoniQ,false_alarm,-0.376,-0.74,-2.988,0.024,0.932,-0.324,1,1,0,1,6,Z,Private                                 
4.901,0,0,0,1,Hyundai,I25,field,0.224,4.896,-5.348,-0.064,-0.032,-0.988,0,1,1,0,12,Z,Private                                 
3.789,0,0,0,0,Toyota,Corolla,false_alarm,0.36,-3.772,5.36,-0.232,-0.004,0.96,25,1,1,0,11,Z,Private                                 
2.7935,1,0,0,1,Toyota,C-HR,false_alarm,-0.648,0.62,2.724,-0.92,0.292,0.07600001,1,0,1,1,5,Z,CrossOver                               
2.13625,0,0,0,1,Toyota,Sienna,false_alarm,-0.172,0.684,2.024,-0.932,0.196,0.248,2,0,1,1,4,Z,Min Van (6+1)                           
6.16525,2,0,0,1,Hyundai,Tucson,false_alarm,-6.008,1.384,4.06,-0.44,0.008,-0.892,0,1,1,0,13,X,CrossOver                               
3.04575,1,0,0,1,Hyundai,I20,false_alarm,-0.188,1.608,3.04,0.09200001,0.776,-0.592,4,1,0,1,6,Z,Private                                 
4.988,0,0,0,1,Dacia,Sandero Stepway,no_answer,0.012,4.988,-0.02,-0.06,0.08400001,-0.992,1,1,1,0,7,Y,Private                                 
3.31425,0,0,0,1,Hyundai,IoniQ,false_alarm,-3.204,0.848,7.880001,-0.316,-0.016,-0.936,0,1,1,0,13,Z,Private                                 
6.012,0,0,0,1,Nissan,Qashqai,false_alarm,6.012,-0.032,0.02,0.008,-0.388,-0.9720001,1,1,1,0,8,X,CrossOver                               
4.964,0,0,0,1,Nissan,Juke,false_alarm,4.964,-0.028,-0.044,0.044,-0.9,0.608,0,1,0,1,7,X,CrossOver                               
6.01875,2,0,0,1,Toyota,C-HR,no_answer,-1.176,-2.276,5.572,-0.92,0.292,0.07600001,0,0,1,1,11,Z,CrossOver                               
3.55475,1,0,0,1,Toyota,Yaris,false_alarm,-0.08000001,-0.816,3.46,-0.96,-0.272,0.06,0,0,1,1,6,Z,Private                                 
3.52975,0,0,0,1,Hyundai,I30,false_alarm,-0.112,3.528,-0.992,0.112,-0.536,-0.8800001,5,1,1,0,6,Y,Private                                 
4.25525,0,0,0,1,Hyundai,Tucson,false_alarm,-2.116,-3.692,1.076,-0.044,0.364,-0.9480001,3,1,1,0,8,Y,CrossOver                               
3.07425,0,0,0,1,Hyundai,I25,false_alarm,0.6720001,-3,-2.756,-0.016,-0.392,-0.924,5,1,1,0,8,Y,Private                                 
4.492,0,0,0,1,Nissan,Qashqai,false_alarm,4.492,0.012,-0.032,-0.004,-0.488,-0.8800001,1,1,1,0,6,X,CrossOver                               
3.146,0,0,0,0,NULL,NULL,false_alarm,0.448,-0.9480001,3,-0.816,0.388,0.392,31,0,1,1,6,Z,NULL
3.51625,0,0,0,0,Toyota,Corolla,false_alarm,0.54,0.984,3.376,-0.988,-0.024,0.08000001,6,0,1,1,6,Z,Private                                 
2.19375,0,0,0,1,Toyota,Corolla,false_alarm,-0.236,-0.384,2.16,-0.98,0,-0.048,3,0,1,1,4,Z,Private                                 
3.0565,1,0,0,1,Hyundai,I20,false_alarm,-2.98,0.68,-1.324,0.02,-0.296,-0.9480001,3,1,1,0,6,X,Private                                 
3.27975,1,0,0,1,Renault,Grand Coupe,false_alarm,-0.28,3.268,0.08800001,-0.024,0,-1.004,0,1,1,0,5,Y,Private                                 
4.1235,2,0,0,1,Hyundai,I20,false_alarm,-1.292,-3.916,3.536,-0.308,0.236,-0.928,0,1,1,0,10,Y,Private                                 
4.468,0,0,0,1,Nissan,Juke,false_alarm,4.468,0.028,0.012,0.02,0.9760001,0.08000001,0,1,0,1,6,X,CrossOver                               
4.18925,1,0,0,0,Toyota,HighLander,false_alarm,-1.304,2.464,-3.388,-0.92,-0.384,0.124,39,0,1,1,9,Z,Full Size/Luxury Crossover              
6.02,0,0,0,1,Nissan,Sentra,false_alarm,6.02,0,0.012,0,-0.212,-1.028,0,1,1,0,8,X,Private                                 
3.17375,1,0,0,1,Hyundai,IoniQ,no_answer,2.204,2.284,1.284,-0.332,-0.012,-0.98,0,1,1,0,7,Y,Private                                 
5.71925,3,0,0,1,Mitsubishi,Attrage,false_alarm,0.8800001,-5.692,0.56,0.768,-0.58,0.016,3,0,1,1,9,Y,Private                                 
2.25275,0,0,0,0,Toyota,HighLander,false_alarm,-0.6,-1.328,-1.82,-0.92,-0.384,0.124,16,0,1,1,5,Z,Full Size/Luxury Crossover              
4.50175,0,0,0,1,Toyota,Yaris,false_alarm,3.392,-4.496,0.228,-0.96,-0.272,0.06,1,0,1,1,10,Y,Private                                 
3.239,1,0,0,1,Hyundai,IoniQ,false_alarm,2.984,1.26,1.676,-0.36,-0.044,-0.924,4,1,1,0,7,X,Private                                 
3.98775,0,0,0,1,Hyundai,I20,false_alarm,-0.252,0.84,3.98,-0.404,0.8240001,-0.364,2,1,0,1,7,Z,Private                                 
3.3455,0,0,0,1,Toyota,C-HR,no_answer,1.548,-1.04,-3.18,-0.9400001,0.288,0.044,1,0,1,1,7,Z,CrossOver                               
3.7135,2,0,0,1,Hyundai,Santa Fe,no_answer,-0.108,3.712,-0.188,0.54,0.064,-0.8520001,2,1,1,0,6,Y,CrossOver                               
4.60225,1,0,0,1,Nissan,X-trail,false_alarm,-4.272,1.712,-1.84,-0.128,-0.424,-0.92,0,1,1,0,9,X,CrossOver                               
4.60225,1,0,0,1,Nissan,X-trail,false_alarm,-4.272,1.712,-1.84,-0.128,-0.424,-0.92,0,1,1,0,9,X,CrossOver                               
4.805,0,0,0,1,Hyundai,Tucson,false_alarm,-4.804,0.108,0.52,-0.428,0.004,-0.904,0,1,1,0,7,X,CrossOver                               
4.4085,0,0,0,1,Nissan,Juke,no_answer,4.408,0.02,0.072,0.072,-1.036,0.048,0,1,0,1,6,X,CrossOver                               
7.43975,1,0,0,0,Toyota,Camry,false_alarm,-1.996,-2.712,6.928,-0.9480001,-0.008,-0.32,85,0,1,1,13,Z,Private                                 
2.12525,0,0,0,1,Toyota,Corolla,false_alarm,0.024,1.352,-1.64,-1,-0.056,0.056,1,0,1,1,5,Z,Private                                 
3.6595,0,0,0,1,Toyota,C-HR,false_alarm,-0.8560001,0.236,3.652,-0.92,0.292,0.07600001,0,0,1,1,6,Z,CrossOver                               
3.03775,2,0,0,1,Hyundai,IoniQ,false_alarm,1.4,-0.7320001,2.696,-0.424,0.7960001,-0.376,3,1,0,1,6,Z,Private                                 
2.82225,1,0,0,1,Toyota,C-HR,false_alarm,-0.228,-0.848,2.692,-0.9400001,0.288,0.044,2,0,1,1,5,Z,CrossOver                               
3.797,1,0,0,1,Nissan,X-trail,false_alarm,0.656,3.74,4.416,0,-0.476,-0.9080001,4,1,1,0,10,Z,CrossOver                               
3.123,0,0,0,1,Hyundai,I25,false_alarm,-0.264,3.112,0.772,0.136,-0.072,-0.9960001,0,1,1,0,6,Y,Private                                 
3.285,0,0,0,1,Hyundai,Tucson,false_alarm,-3.176,0.84,-0.212,-0.424,-0.008,-0.9400001,4,1,1,0,6,X,CrossOver                               
2.52225,0,0,0,1,Toyota,Yaris,false_alarm,-0.624,0.932,-2.344,-0.9760001,-0.228,0.008,0,0,1,1,5,Z,Private                                 
5.99225,0,0,0,1,Nissan,Qashqai,pit,5.992,0.064,-0.032,0.028,-0.348,-1.032,1,1,1,0,8,X,CrossOver                               
8.048,0,0,0,1,Renault,Clio,false_alarm,8.048,0.028,0.004,0.028,0.172,-1.084,0,1,1,0,10,X,Private                                 
2.40075,0,0,0,1,Toyota,Corolla,false_alarm,-1.032,-1.096,-2.136,-1,-0.056,0.056,0,0,1,1,6,Z,Private                                 
5.25875,5,0,0,1,Hyundai,IoniQ,false_alarm,-0.836,5.192,-4.832,-0.364,-0.008,-0.96,0,1,1,0,12,Y,Private                                 
3.099,0,0,0,1,Toyota,HighLander,false_alarm,-0.28,-0.808,2.992,-1,0.104,-0.096,0,0,1,1,6,Z,Full Size/Luxury Crossover              
3.10975,3,0,0,1,Hyundai,I20,false_alarm,-1.8,-2.536,1.02,-0.264,0.136,-0.9720001,5,1,1,0,7,Y,Private                                 
3.10625,1,0,0,1,Dacia,Dokker,false_alarm,-0.124,0.072,-3.104,-0.236,0.8840001,0.344,1,1,0,1,5,Z,Commercial                              
4.79775,0,0,0,1,Hyundai,IoniQ,false_alarm,1.552,-4.54,-0.12,-0.272,-0.036,-1.016,4,1,1,0,8,Y,Private                                 
2.8185,0,0,0,0,Toyota,HighLander,false_alarm,0.604,-2.236,-1.716,-0.892,0.428,-0.204,40,0,1,1,6,Y,Full Size/Luxury Crossover              
4.464,0,0,0,1,Renault,Grand Coupe,false_alarm,4.464,-0.004,0,0.016,0.04,-1.028,0,1,1,0,6,X,Private                                 
3.465,1,0,0,1,Toyota,Corolla,false_alarm,-0.52,-0.344,3.448,-1,-0.056,0.056,1,0,1,1,6,Z,Private                                 
4.364,0,0,0,1,Renault,Koleos,false_alarm,-0.024,4.364,0.008,-0.6440001,-0.012,-0.7920001,0,1,1,0,6,Y,CrossOver                               
3.1985,0,0,0,1,Hyundai,I20,false_alarm,-0.248,0.128,3.196,-0.808,0.112,-0.572,3,0,1,1,5,Z,Private                                 
4.6115,1,0,0,1,Toyota,Yaris,false_alarm,4.304,-3.516,-2.984,-0.9760001,-0.228,0.008,0,0,1,1,12,X,Private                                 
4.3525,1,0,0,1,Hyundai,I25,no_answer,0.9120001,4.256,-4.148,-0.064,-0.032,-0.988,0,1,1,0,11,Y,Private                                 
4.897,3,1,0,1,Hyundai,IoniQ,false_alarm,0.72,0.5,-4.844,0.144,0.956,-0.308,3,1,0,1,8,Z,Private                                 
3.025,1,0,0,1,Mitsubishi,Attrage,pit,2.636,1.484,-6.776,-0.044,0.484,-0.8560001,5,1,1,0,12,Z,Private                                 
2.50825,0,0,0,0,Toyota,Corolla,false_alarm,0.284,-0.248,2.496,-0.988,-0.024,0.08000001,49,0,1,1,5,Z,Private                                 
2.2215,0,0,0,1,Toyota,Corolla,false_alarm,0.08800001,-2.22,5.504,-0.232,-0.004,0.96,1,1,1,0,9,Z,Private                                 
4.472,0,0,0,1,Nissan,Qashqai,false_alarm,4.472,0,-0.008,0.024,-0.452,-0.9,1,1,1,0,6,X,CrossOver                               
5.50725,3,0,0,1,Renault,Grand Coupe,false_alarm,-0.352,5.496,-0.212,0.008,0.008,-1.04,3,1,1,0,8,Y,Private                                 
6.46425,3,0,0,1,Toyota,Corolla,false_alarm,3.36,3.724,-5.284,-0.992,-0.06,-0.044,0,0,1,1,14,Z,Private                                 
2.47025,0,0,0,0,Toyota,Camry,false_alarm,-0.9,0.516,2.416,-0.652,0.524,-0.512,11,0,1,1,5,Z,Private                                 
2.47025,0,0,0,0,Toyota,Camry,false_alarm,-0.9,0.516,2.416,-0.652,0.524,-0.512,11,0,1,1,5,Z,Private                                 
3.94975,0,0,0,1,Toyota,C-HR,false_alarm,-0.808,-0.452,3.924,-0.92,0.292,0.07600001,1,0,1,1,7,Z,CrossOver                               
3.63675,0,0,0,1,Hyundai,Tucson,no_answer,0.684,-3.572,-0.812,-0.09200001,0.388,-0.964,0,1,1,0,7,Y,CrossOver                               
3.183,0,0,0,1,Hyundai,I25,false_alarm,0.384,3.16,1.88,0,-0.392,-0.92,3,1,1,0,7,Y,Private                                 
3.67,2,0,0,1,Hyundai,Accent,pit,0.772,-3.588,-3.72,-0.42,0.1,-0.952,5,1,1,0,10,Z,Private                                 
3.765,0,0,0,1,Toyota,Yaris,false_alarm,-0.636,-1.304,3.532,-0.98,0.008,0.036,6,0,1,1,7,Z,Private                                 
5.0495,0,0,0,1,Nissan,Qashqai,false_alarm,5.048,-0.128,0.052,-0.056,-0.264,-1,0,1,1,0,7,X,CrossOver                               
3.05275,0,0,0,1,Hyundai,I20,false_alarm,-0.072,-0.044,-3.052,0.12,0.9720001,-0.052,3,1,0,1,5,Z,Private                                 
3.0485,0,0,0,1,Hyundai,I25,false_alarm,1.692,-2.536,1.144,-0.204,0.04,-0.9680001,1,1,1,0,7,Y,Private                                 
3.75425,1,0,0,1,Hyundai,IoniQ,pit,0.22,-3.748,-0.276,-0.38,0.02,-0.9720001,3,1,1,0,6,Y,Private                                 
4.368,0,0,0,1,Renault,Grand Coupe,false_alarm,0,4.368,-0.016,0.024,-0.004,-0.9680001,0,1,1,0,6,Y,Private                                 
3.12,0,0,0,1,Hyundai,IoniQ,garage,-0.984,-1.432,2.772,-0.952,0.08800001,0.188,2,0,1,1,7,Z,Private                                 
4.573,4,0,0,1,Hyundai,IoniQ,accident,3.832,-2.496,-2.028,0.264,-0.032,0.9400001,1,1,1,0,10,X,Private                                 
3.88975,1,0,0,1,Hyundai,I20,false_alarm,1.012,-0.124,-3.756,0.06,0.956,-0.148,2,1,0,1,6,Z,Private                                 
5.82,1,0,0,0,Toyota,Corolla,false_alarm,0.04,-5.82,7.2,-0.232,-0.004,0.96,58,1,1,0,15,Z,Private                                 
3.281,1,0,0,1,Hyundai,I20,accident,-3.272,0.244,2.348,-0.264,0.252,-0.9400001,0,1,1,0,7,X,Private                                 
2.311,0,0,0,0,Toyota,C-HR,false_alarm,-1.256,-1.94,1.208,-0.456,-0.028,0.872,25,1,1,0,6,Y,CrossOver                               
6.4885,0,0,0,1,Toyota,Yaris,false_alarm,2.384,1.952,-6.188,-0.96,-0.272,0.06,0,0,1,1,12,Z,Private                                 
6.008,0,0,0,1,Nissan,Juke,false_alarm,6.008,0.004,0.008,0.012,-0.9440001,-0.044,0,1,0,1,8,X,CrossOver                               
7.072001,0,0,0,1,Nissan,Qashqai,false_alarm,7.072001,-0.02,-0.04,-0.024,-0.376,-0.9160001,1,1,1,0,9,X,CrossOver                               
2.98275,0,0,0,0,Toyota,Corolla,false_alarm,-1.072,0.132,2.98,-0.72,-0.08400001,0.684,75,0,1,1,6,Z,Private                                 
4.5675,0,0,0,1,Hyundai,I20,false_alarm,0.216,-1.296,4.38,-0.808,0.112,-0.572,2,0,1,1,7,Z,Private                                 
4.476,0,0,0,1,Renault,Captur,false_alarm,4.476,-0.004,0.004,0.024,0.072,-1,0,1,1,0,6,X,Private                                 
4.476,0,0,0,1,Renault,Captur,false_alarm,4.476,-0.004,0.004,0.024,0.072,-1,0,1,1,0,6,X,Private                                 
2.55275,0,0,0,1,Toyota,Sienna,false_alarm,0.052,-0.156,-2.548,-0.788,-0.02,-0.62,1,0,1,1,4,Z,Min Van (6+1)                           
6.488,0,0,0,1,Toyota,Corolla,false_alarm,-1.384,-0.04,6.488,-1,-0.056,0.056,0,0,1,1,9,Z,Private                                 
2.0845,0,0,0,0,Hyundai,I20,false_alarm,0.296,-0.32,2.06,-0.808,0.112,-0.572,63,0,1,1,4,Z,Private                                 
2.1955,0,0,0,0,Hyundai,IoniQ,false_alarm,1.072,1.916,0.904,0,0.372,0.984,99,1,1,0,5,Y,Private                                 
2.3135,0,0,0,1,Nissan,Qashqai,false_alarm,0.16,-2.308,0.652,0.056,-0.468,-0.9680001,1,1,1,0,5,Y,CrossOver                               
2.144,0,0,0,0,Hyundai,IoniQ,pit,-0.896,1.948,-1.54,-0.384,0.004,-0.9400001,77,1,1,0,6,Y,Private                                 
2.3905,0,0,0,1,Renault,Grand Coupe,pit,-0.544,2.328,-0.128,0,0.052,-1.088,4,1,1,0,5,Y,Private                                 
2.247,0,0,0,0,Hyundai,I20,false_alarm,0.9680001,-1.256,-2.028,0.104,0.952,0.252,34,1,0,1,6,Z,Private                                 
2.2275,0,0,0,0,Mitsubishi,Attrage,false_alarm,0.128,2.224,0.08400001,-0.128,0.464,-0.9,44,1,1,0,4,Y,Private                                 
2.05025,0,0,0,0,Nissan,X-trail,false_alarm,1.852,0.8800001,0.872,-0.07600001,0.008,-1.008,113,1,1,0,5,X,CrossOver                               
2.193,1,0,0,0,Mitsubishi,Attrage,false_alarm,0.48,-2.14,1.308,0.112,-0.148,-0.988,27,1,1,0,5,Y,Private                                 
2.2505,0,0,0,0,Mitsubishi,Attrage,false_alarm,-2.184,0.544,-0.96,0.12,-0.032,-1.056,71,1,1,0,5,X,Private                                 
4.93875,2,0,0,1,Mitsubishi,Attrage,false_alarm,2.408,4.312,-3.184,0.152,-0.008,-1.008,5,1,1,0,11,Y,Private                                 
2.3675,1,0,0,0,Hyundai,Santa Fe,false_alarm,-0.36,-2.34,0.372,-0.552,-0.156,-0.836,95,1,1,0,5,Y,CrossOver                               
2.04825,0,0,0,0,Hyundai,I20,false_alarm,1.344,0.9120001,-1.248,0,0,0,132,1,1,1,5,X,Private                                 
2.32825,0,0,0,0,Hyundai,I20,false_alarm,2.112,0.98,-0.456,-0.176,0.412,-0.8880001,77,1,1,0,5,X,Private                                 
2.09575,0,0,0,0,Hyundai,I20 Cross,false_alarm,-1.708,1.756,1.144,0.9400001,0.18,-0.344,32,0,1,1,6,Y,CrossOver                               
2.144,0,0,0,0,Hyundai,I20,false_alarm,0.832,1.976,-0.84,-0.288,0.216,-0.904,11,1,1,0,5,Y,Private                                 
5.75525,0,0,0,1,Toyota,Corolla,false_alarm,2.712,1.656,-5.512,-1,-0.056,0.056,0,0,1,1,11,Z,Private                                 
2.49625,0,0,0,0,Hyundai,I20,false_alarm,0.8240001,-0.6440001,-2.412,0.808,-0.012,-0.6440001,35,0,1,1,5,Z,Private                                 
3.15075,1,0,0,1,Hyundai,Tucson,false_alarm,-2.984,1.012,-2.056,-0.328,-0.004,0.936,0,1,1,0,8,X,CrossOver                               
4.10325,0,0,0,0,Mitsubishi,Attrage,false_alarm,4.052,-0.648,-0.9760001,0.108,-0.04,-1.04,44,1,1,0,7,X,Private                                 
2.217,0,0,0,0,Dacia,Sandero Stepway,false_alarm,-0.404,2.18,-0.432,-0.024,-0.004,-0.9760001,47,1,1,0,5,Y,Private                                 
2.2795,1,0,0,0,Hyundai,IoniQ,false_alarm,-1.184,-1.948,-0.08800001,-0.304,-0.02,-0.952,108,1,1,0,5,Y,Private                                 
3.13425,0,0,0,0,Mitsubishi,Attrage,false_alarm,-2.496,1.896,3.072,0.128,-0.072,-1.024,124,1,1,0,9,Z,Private                                 
4.44125,0,0,0,0,Renault,Clio,false_alarm,4.44,-0.108,0.012,0.04,0.18,-0.98,85,1,1,0,6,X,Private                                 
2.755,1,0,0,0,Renault,Captur,false_alarm,-0.288,0.7320001,2.74,0.04,-0.768,-0.7360001,112,1,0,1,5,Z,Private                                 
2.412,0,0,0,1,Dacia,Logan,false_alarm,0,-2.412,-1.36,0.008,-0.08800001,-1.052,1,1,1,0,5,Y,Private                                 
3.52925,1,0,0,0,Hyundai,Santa Fe,false_alarm,1.016,-3.38,-0.788,0.52,0.068,-0.876,105,1,1,0,7,Y,CrossOver                               
2.12275,0,0,0,0,Mitsubishi,Attrage,false_alarm,2.064,-0.496,-0.248,-0.08000001,-0.032,-0.9680001,67,1,1,0,4,X,Private                                 
2.12275,0,0,0,0,Mitsubishi,Attrage,false_alarm,2.064,-0.496,-0.248,-0.08000001,-0.032,-0.9680001,67,1,1,0,4,X,Private                                 
2.12275,0,0,0,0,Mitsubishi,Attrage,false_alarm,2.064,-0.496,-0.248,-0.08000001,-0.032,-0.9680001,67,1,1,0,4,X,Private                                 
2.12275,0,0,0,0,Mitsubishi,Attrage,false_alarm,2.064,-0.496,-0.248,-0.08000001,-0.032,-0.9680001,67,1,1,0,4,X,Private                                 
2.06225,0,0,0,1,Hyundai,IoniQ,bumper,-1.144,1.716,-0.904,-0.12,0.316,0.904,1,1,1,0,5,Y,Private                                 
2.1615,0,0,0,0,Hyundai,Tucson,false_alarm,0.08400001,2.16,-0.628,-0.452,0.048,-0.9400001,92,1,1,0,4,Y,CrossOver                               
3.4,0,0,0,1,Hyundai,I20,pit,2.024,-3.576,-2.732,0.104,0.952,0.252,3,1,0,1,10,Y,Private                                 
2.12025,0,0,0,0,Hyundai,IoniQ,false_alarm,1.82,1.088,-1.184,-0.332,-0.016,-0.96,31,1,1,0,6,X,Private                                 
2.095,1,0,0,0,Mitsubishi,Attrage,pit,1.768,-1.124,-0.596,-0.04,-0.124,-1.004,89,1,1,0,5,X,Private                                 
2.095,1,0,0,0,Mitsubishi,Attrage,pit,1.768,-1.124,-0.596,-0.04,-0.124,-1.004,89,1,1,0,5,X,Private                                 
3.533,1,0,0,0,Hyundai,IoniQ,false_alarm,-2.388,-0.064,2.604,0.02,-0.96,0.26,73,1,0,1,7,Z,Private                                 
6.881001,3,0,0,1,Nissan,X-trail,false_alarm,6.06,3.26,2.628,-0.1,0.348,-0.832,4,1,1,0,13,X,CrossOver                               
5.78,2,0,0,0,Mitsubishi,Attrage,false_alarm,5.78,0.036,-2.612,0.012,-0.164,-1.02,72,1,1,0,10,X,Private                                 
3.03425,0,0,0,0,Hyundai,I20,false_alarm,-0.232,-0.528,2.988,-0.808,0.112,-0.572,14,0,1,1,5,Z,Private                                 
2.84975,1,0,0,0,Renault,Grand Coupe,false_alarm,2.308,1.672,5.24,0.004,-0.02,-1.048,29,1,1,0,11,Z,Private                                 
2.1605,0,0,0,1,Hyundai,I20,false_alarm,-2.152,0.192,0.408,-0.248,0.016,-0.9680001,3,1,1,0,4,X,Private                                 
3.98175,3,0,0,0,Nissan,Qashqai,false_alarm,3.096,-2.504,0.136,-0.02,-0.416,-0.932,79,1,1,0,7,X,CrossOver                               
2.3345,0,0,0,0,Nissan,Qashqai,false_alarm,1.076,2.072,-1.944,0.052,-0.36,-0.964,83,1,1,0,7,Y,CrossOver                               
4.5,0,0,0,1,Nissan,Qashqai,false_alarm,4.5,-0.008,0.012,-0.012,-0.356,-0.984,1,1,1,0,6,X,CrossOver                               
3.76625,0,0,0,0,Hyundai,I20,false_alarm,1.264,4.224,3.548,0.464,-0.816,-0.412,48,1,0,1,11,Y,Private                                 
3.1745,1,0,0,0,Renault,Captur,bumper,1.116,-2.972,-5.44,0.1,-0.196,-0.98,36,1,1,0,11,Z,Private                                 
4.50025,0,0,0,0,Nissan,Qashqai,pit,4.496,0.2,-0.116,0.008,-0.456,-0.936,78,1,1,0,6,X,CrossOver                               
2.349,0,0,0,0,Mitsubishi,Attrage,false_alarm,-2.084,1.084,-0.348,0.196,-0.06,-0.98,68,1,1,0,5,X,Private                                 
2.06625,0,0,0,1,Hyundai,IoniQ,false_alarm,1.86,-0.9,0.448,0.268,0.004,-0.9760001,0,1,1,0,5,X,Private                                 
3.773,0,0,0,0,Hyundai,I20,bumper,3.548,1.284,0.352,-0.204,0.204,-0.992,95,1,1,0,7,X,Private                                 
2.13375,0,0,0,0,Mitsubishi,Attrage,false_alarm,0.304,-2.112,-0.07600001,-0.128,0.464,-0.9,44,1,1,0,4,Y,Private                                 
2.4455,0,0,0,0,Hyundai,I25,pit,-0.656,-2.356,2.992,0.016,0.036,-1.056,47,1,1,0,8,Z,Private                                 
2.40075,0,0,0,0,Nissan,Juke,false_alarm,2.344,1.728,-0.52,-0.06,0.86,0.52,57,1,0,1,6,X,CrossOver                               
2.11625,1,0,0,0,Hyundai,IoniQ,false_alarm,0.592,0.428,-2.032,0.384,0.836,-0.368,52,1,0,1,5,Z,Private                                 
3.20925,3,0,0,0,Hyundai,IoniQ,false_alarm,0.7,-1.92,3.132,0.276,-0.9120001,0.356,17,1,0,1,7,Z,Private                                 
2.9025,1,0,0,0,Hyundai,I20,false_alarm,1.884,2.208,-0.212,-0.316,0.224,-0.9720001,105,1,1,0,6,Y,Private                                 
2.121,0,0,0,0,Mitsubishi,Attrage,false_alarm,-2.12,0.072,-0.864,0.152,-0.008,-1.008,46,1,1,0,5,X,Private                                 
2.24575,0,0,0,0,Hyundai,IoniQ,false_alarm,0.164,2.24,2.82,-0.068,0.4,0.9400001,26,1,1,0,7,Z,Private                                 
2.9055,0,0,0,0,Hyundai,Santa Fe,false_alarm,-0.716,2.816,0.436,0.54,0.064,-0.8520001,92,1,1,0,5,Y,CrossOver                               
2.04875,0,0,0,0,Hyundai,IoniQ,false_alarm,-0.5560001,-0.428,-1.972,0.364,0.844,-0.332,44,1,0,1,4,Z,Private                                 
2.04875,0,0,0,0,Hyundai,IoniQ,false_alarm,-0.5560001,-0.428,-1.972,0.364,0.844,-0.332,44,1,0,1,4,Z,Private                                 
5.021,1,0,0,0,Hyundai,I25,false_alarm,-1.512,4.788,-5.908,-0.072,0.22,-1.004,16,1,1,0,14,Z,Private                                 
2.17425,0,0,0,0,Hyundai,Tucson,false_alarm,2.116,-0.5,-0.46,-0.5,-0.028,-0.8520001,72,1,1,0,5,X,CrossOver                               
2.57725,0,0,0,1,Hyundai,I20 Cross,false_alarm,0.104,-2.576,0.08400001,0.984,0.144,-0.116,5,0,1,1,4,Y,CrossOver                               
2.21675,0,0,0,1,Hyundai,I20,false_alarm,0.444,0.064,-2.172,-0.028,0.784,-0.58,5,1,0,1,4,Z,Private                                 
2.29675,0,0,0,0,Dacia,Sandero Stepway,false_alarm,-0.244,2.284,-0.52,-0.012,-0.024,-0.992,42,1,1,0,5,Y,Private                                 
2.2095,0,0,0,0,Hyundai,I20,false_alarm,0.308,0.052,-2.188,0.06,0.956,-0.148,93,1,0,1,4,Z,Private                                 
2.15,0,0,0,1,Hyundai,Tucson,false_alarm,-0.096,2.148,0.72,0.048,0.252,-0.9760001,0,1,1,0,4,Y,CrossOver                               
5.952,0,0,0,1,Dacia,Sandero Stepway,false_alarm,-0.016,-5.952,0.024,-0.096,-0.004,-1.028,1,1,1,0,7,Y,Private                                 
2.68475,1,0,0,1,Hyundai,I20,false_alarm,0.8880001,-2.512,0.9480001,0.9680001,-0.288,0.028,5,0,1,1,6,Y,Private                                 
2.50375,1,0,0,0,Nissan,Qashqai,false_alarm,1.4,-2.076,-2.092,0,-0.448,-0.92,105,1,1,0,7,Z,CrossOver                               
2.17775,0,0,0,0,Nissan,Sentra,false_alarm,1.22,1.804,-1.172,0.108,-0.048,-1.06,25,1,1,0,6,Y,Private                                 
2.169,0,0,0,1,Renault,Grand Coupe,false_alarm,-0.868,1.988,0.06,0.028,-0.052,-1.004,4,1,1,0,4,Y,Private                                 
2.21375,0,0,0,0,Mitsubishi,Attrage,false_alarm,-0.448,2.168,-0.78,-0.032,0.024,-1.044,98,1,1,0,5,Y,Private                                 
3.38525,1,0,0,0,Mitsubishi,Attrage,false_alarm,-3.344,0.528,0.416,0.176,0.048,-1.008,7,1,1,0,6,X,Private                                 
2.22975,0,0,0,1,Hyundai,IoniQ,pit,2.136,0.64,0.528,-0.328,-0.016,-0.928,1,1,1,0,5,X,Private                                 
2.2085,0,0,0,0,Hyundai,I20,false_alarm,0.144,-2.204,2.244,-0.064,0.188,-1.012,11,1,1,0,6,Z,Private                                 
2.40525,0,0,0,1,Renault,Captur,false_alarm,-0.08400001,-0.38,-2.404,-0.07600001,-0.8200001,-0.6720001,0,1,0,1,4,Z,Private                                 
2.12925,0,0,0,1,Hyundai,IoniQ,false_alarm,2.1,0.352,-1.196,-0.34,-0.032,-0.964,3,1,1,0,5,X,Private                                 
2.7405,0,0,0,0,Hyundai,I20,false_alarm,0.056,0.344,2.74,-0.52,-0.728,0.428,32,1,0,1,5,Z,Private                                 
2.927,0,0,0,1,Nissan,Juke,false_alarm,-0.004,-2.904,0.368,0,-1.036,0.148,0,1,1,1,5,Y,CrossOver                               
2.0865,0,0,0,0,Nissan,Qashqai,false_alarm,0.788,-1.932,1.032,-0.044,-0.428,-0.96,54,1,1,0,5,Y,CrossOver                               
